postcode_district,postcode_sector
DT1,DT1 1
DT1,DT1 2
DT1,DT1 3
DT1,DT1 9
DT10,DT10 1
DT10,DT10 2
DT10,DT10 9
DT11,DT11 0
DT11,DT11 1
DT11,DT11 7
DT11,DT11 8
DT11,DT11 9
DT2,DT2 0
DT2,DT2 7
DT2,DT2 8
DT2,DT2 9
DT3,DT3 4
DT3,DT3 5
DT3,DT3 6
DT4,DT4 0
DT4,DT4 4
DT4,DT4 7
DT4,DT4 8
DT4,DT4 9
DT5,DT5 1
DT5,DT5 2
DT5,DT5 9
DT6,DT6 3
DT6,DT6 4
DT6,DT6 5
DT6,DT6 6
DT6,DT6 9
DT7,DT7 3
DT8,DT8 3
DT9,DT9 3
DT9,DT9 4
DT9,DT9 5
DT9,DT9 6
DT9,DT9 9
DY1,DY1 1
DY1,DY1 2
DY1,DY1 3
DY1,DY1 4
DY1,DY1 9
DY10,DY10 1
DY10,DY10 2
DY10,DY10 3
DY10,DY10 4
DY11,DY11 5
DY11,DY11 6
DY11,DY11 7
DY11,DY11 9
DY12,DY12 1
DY12,DY12 2
DY12,DY12 3
DY12,DY12 9
DY13,DY13 0
DY13,DY13 3
DY13,DY13 8
DY13,DY13 9
DY14,DY14 0
DY14,DY14 8
DY14,DY14 9
DY2,DY2 0
DY2,DY2 7
DY2,DY2 8
DY2,DY2 9
DY3,DY3 1
DY3,DY3 2
DY3,DY3 3
DY3,DY3 4
DY4,DY4 0
DY4,DY4 4
DY4,DY4 7
DY4,DY4 8
DY4,DY4 9
DY5,DY5 1
DY5,DY5 2
DY5,DY5 3
DY5,DY5 4
DY5,DY5 9
DY6,DY6 0
DY6,DY6 6
DY6,DY6 7
DY6,DY6 8
DY6,DY6 9
DY7,DY7 5
DY7,DY7 6
DY8,DY8 1
DY8,DY8 2
DY8,DY8 3
DY8,DY8 4
DY8,DY8 5
DY8,DY8 9
DY9,DY9 0
DY9,DY9 7
DY9,DY9 8
DY9,DY9 9
E1,E1 0
E1,E1 1
E1,E1 2
E1,E1 3
E1,E1 4
E1,E1 5
E1,E1 6
E1,E1 7
E1,E1 8
E10,E10 5
E10,E10 6
E10,E10 7
E10,E10 9
E11,E11 1
E11,E11 2
E11,E11 3
E11,E11 4
E11,E11 9
E12,E12 5
E12,E12 6
E12,E12 9
E13,E13 0
E13,E13 3
E13,E13 8
E13,E13 9
E14,E14 0
E14,E14 1
E14,E14 2
E14,E14 3
E14,E14 4
E14,E14 5
E14,E14 6
E14,E14 7
E14,E14 8
E14,E14 9
E15,E15 1
E15,E15 2
E15,E15 3
E15,E15 4
E15,E15 9
E16,E16 1
E16,E16 2
E16,E16 3
E16,E16 4
E16,E16 9
E17,E17 0
E17,E17 3
E17,E17 4
E17,E17 5
E17,E17 6
E17,E17 7
E17,E17 8
E17,E17 9
E18,E18 1
E18,E18 2
E18,E18 9
E1W,E1W 1
E1W,E1W 2
E1W,E1W 3
E1W,E1W 9
E2,E2 0
E2,E2 2
E2,E2 6
E2,E2 7
E2,E2 8
E2,E2 9
E20,E20 1
E20,E20 2
E20,E20 3
E3,E3 2
E3,E3 3
E3,E3 4
E3,E3 5
E3,E3 9
E4,E4 0
E4,E4 6
E4,E4 7
E4,E4 8
E4,E4 9
E5,E5 0
E5,E5 5
E5,E5 8
E5,E5 9
E6,E6 1
E6,E6 2
E6,E6 3
E6,E6 5
E6,E6 6
E6,E6 7
E6,E6 9
E7,E7 0
E7,E7 7
E7,E7 8
E7,E7 9
E8,E8 1
E8,E8 2
E8,E8 3
E8,E8 4
E8,E8 9
E9,E9 5
E9,E9 6
E9,E9 7
E9,E9 9
E98,E98 1
EC1A,EC1A 1
EC1A,EC1A 2
EC1A,EC1A 4
EC1A,EC1A 7
EC1A,EC1A 9
EC1M,EC1M 3
EC1M,EC1M 4
EC1M,EC1M 5
EC1M,EC1M 6
EC1M,EC1M 7
EC1N,EC1N 2
EC1N,EC1N 6
EC1N,EC1N 7
EC1N,EC1N 8
EC1P,EC1P 1
EC1R,EC1R 0
EC1R,EC1R 1
EC1R,EC1R 3
EC1R,EC1R 4
EC1R,EC1R 5
EC1V,EC1V 0
EC1V,EC1V 1
EC1V,EC1V 2
EC1V,EC1V 3
EC1V,EC1V 4
EC1V,EC1V 7
EC1V,EC1V 8
EC1V,EC1V 9
EC1Y,EC1Y 0
EC1Y,EC1Y 1
EC1Y,EC1Y 2
EC1Y,EC1Y 4
EC1Y,EC1Y 8
EC2A,EC2A 1
EC2A,EC2A 2
EC2A,EC2A 3
EC2A,EC2A 4
EC2M,EC2M 1
EC2M,EC2M 2
EC2M,EC2M 3
EC2M,EC2M 4
EC2M,EC2M 5
EC2M,EC2M 6
EC2M,EC2M 7
EC2N,EC2N 1
EC2N,EC2N 2
EC2N,EC2N 3
EC2N,EC2N 4
EC2P,EC2P 2
EC2R,EC2R 5
EC2R,EC2R 6
EC2R,EC2R 7
EC2R,EC2R 8
EC2V,EC2V 5
EC2V,EC2V 6
EC2V,EC2V 7
EC2V,EC2V 8
EC2Y,EC2Y 5
EC2Y,EC2Y 8
EC2Y,EC2Y 9
EC3A,EC3A 1
EC3A,EC3A 2
EC3A,EC3A 3
EC3A,EC3A 4
EC3A,EC3A 5
EC3A,EC3A 6
EC3A,EC3A 7
EC3A,EC3A 8
EC3M,EC3M 1
EC3M,EC3M 2
EC3M,EC3M 3
EC3M,EC3M 4
EC3M,EC3M 5
EC3M,EC3M 6
EC3M,EC3M 7
EC3M,EC3M 8
EC3N,EC3N 1
EC3N,EC3N 2
EC3N,EC3N 3
EC3N,EC3N 4
EC3P,EC3P 3
EC3R,EC3R 5
EC3R,EC3R 6
EC3R,EC3R 7
EC3R,EC3R 8
EC3V,EC3V 0
EC3V,EC3V 1
EC3V,EC3V 3
EC3V,EC3V 4
EC3V,EC3V 9
EC4A,EC4A 1
EC4A,EC4A 2
EC4A,EC4A 3
EC4A,EC4A 4
EC4M,EC4M 5
EC4M,EC4M 6
EC4M,EC4M 7
EC4M,EC4M 8
EC4M,EC4M 9
EC4N,EC4N 1
EC4N,EC4N 4
EC4N,EC4N 5
EC4N,EC4N 6
EC4N,EC4N 7
EC4N,EC4N 8
EC4P,EC4P 4
EC4R,EC4R 0
EC4R,EC4R 1
EC4R,EC4R 2
EC4R,EC4R 3
EC4R,EC4R 9
EC4V,EC4V 2
EC4V,EC4V 3
EC4V,EC4V 4
EC4V,EC4V 5
EC4V,EC4V 6
EC4Y,EC4Y 0
EC4Y,EC4Y 1
EC4Y,EC4Y 7
EC4Y,EC4Y 8
EC4Y,EC4Y 9
EH1,EH1 1
EH1,EH1 2
EH1,EH1 3
EH1,EH1 9
EH10,EH10 4
EH10,EH10 5
EH10,EH10 6
EH10,EH10 7
EH10,EH10 9
EH11,EH11 1
EH11,EH11 2
EH11,EH11 3
EH11,EH11 4
EH12,EH12 0
EH12,EH12 1
EH12,EH12 5
EH12,EH12 6
EH12,EH12 7
EH12,EH12 8
EH12,EH12 9
EH13,EH13 0
EH13,EH13 9
EH14,EH14 1
EH14,EH14 2
EH14,EH14 3
EH14,EH14 4
EH14,EH14 5
EH14,EH14 6
EH14,EH14 7
EH14,EH14 9
EH15,EH15 1
EH15,EH15 2
EH15,EH15 3
EH15,EH15 9
EH16,EH16 4
EH16,EH16 5
EH16,EH16 6
EH16,EH16 9
EH17,EH17 7
EH17,EH17 8
EH18,EH18 1
EH19,EH19 2
EH19,EH19 3
EH19,EH19 9
EH2,EH2 1
EH2,EH2 2
EH2,EH2 3
EH2,EH2 4
EH2,EH2 9
EH20,EH20 0
EH20,EH20 9
EH21,EH21 6
EH21,EH21 7
EH21,EH21 8
EH21,EH21 9
EH22,EH22 1
EH22,EH22 2
EH22,EH22 3
EH22,EH22 4
EH22,EH22 5
EH22,EH22 9
EH23,EH23 4
EH24,EH24 9
EH25,EH25 9
EH26,EH26 0
EH26,EH26 6
EH26,EH26 8
EH26,EH26 9
EH27,EH27 8
EH28,EH28 8
EH28,EH28 9
EH29,EH29 9
EH3,EH3 1
EH3,EH3 5
EH3,EH3 6
EH3,EH3 7
EH3,EH3 8
EH3,EH3 9
EH30,EH30 9
EH31,EH31 2
EH32,EH32 0
EH32,EH32 2
EH32,EH32 9
EH33,EH33 1
EH33,EH33 2
EH33,EH33 9
EH34,EH34 5
EH35,EH35 5
EH36,EH36 5
EH37,EH37 5
EH38,EH38 5
EH39,EH39 4
EH39,EH39 5
EH39,EH39 9
EH4,EH4 1
EH4,EH4 2
EH4,EH4 3
EH4,EH4 4
EH4,EH4 5
EH4,EH4 6
EH4,EH4 7
EH4,EH4 8
EH4,EH4 9
EH40,EH40 3
EH41,EH41 3
EH41,EH41 4
EH41,EH41 9
EH42,EH42 1
EH43,EH43 6
EH44,EH44 6
EH45,EH45 6
EH45,EH45 8
EH45,EH45 9
EH46,EH46 7
EH47,EH47 0
EH47,EH47 7
EH47,EH47 8
EH47,EH47 9
EH48,EH48 1
EH48,EH48 2
EH48,EH48 3
EH48,EH48 4
EH48,EH48 9
EH49,EH49 6
EH49,EH49 7
EH49,EH49 9
EH5,EH5 1
EH5,EH5 2
EH5,EH5 3
EH51,EH51 0
EH51,EH51 1
EH51,EH51 9
EH52,EH52 5
EH52,EH52 6
EH52,EH52 9
EH53,EH53 0
EH54,EH54 0
EH54,EH54 5
EH54,EH54 6
EH54,EH54 7
EH54,EH54 8
EH54,EH54 9
EH55,EH55 8
EH6,EH6 4
EH6,EH6 5
EH6,EH6 6
EH6,EH6 7
EH6,EH6 8
EH6,EH6 9
EH7,EH7 4
EH7,EH7 5
EH7,EH7 6
EH7,EH7 9
EH8,EH8 7
EH8,EH8 8
EH8,EH8 9
EH9,EH9 1
EH9,EH9 2
EH9,EH9 3
EH9,EH9 8
EH91,EH91 5
EH95,EH95 1
EH99,EH99 1
EN1,EN1 1
EN1,EN1 2
EN1,EN1 3
EN1,EN1 4
EN1,EN1 9
EN10,EN10 6
EN10,EN10 7
EN11,EN11 0
EN11,EN11 1
EN11,EN11 8
EN11,EN11 9
EN2,EN2 0
EN2,EN2 6
EN2,EN2 7
EN2,EN2 8
EN2,EN2 9
EN3,EN3 4
EN3,EN3 5
EN3,EN3 6
EN3,EN3 7
EN4,EN4 0
EN4,EN4 8
EN4,EN4 9
EN5,EN5 1
EN5,EN5 2
EN5,EN5 3
EN5,EN5 4
EN5,EN5 5
EN5,EN5 9
EN6,EN6 1
EN6,EN6 2
EN6,EN6 3
EN6,EN6 4
EN6,EN6 5
EN6,EN6 9
EN7,EN7 5
EN7,EN7 6
EN8,EN8 0
EN8,EN8 1
EN8,EN8 7
EN8,EN8 8
EN8,EN8 9
EN9,EN9 1
EN9,EN9 2
EN9,EN9 3
EX1,EX1 1
EX1,EX1 2
EX1,EX1 3
EX1,EX1 4
EX1,EX1 9
EX10,EX10 0
EX10,EX10 1
EX10,EX10 8
EX10,EX10 9
EX11,EX11 1
EX12,EX12 2
EX12,EX12 3
EX12,EX12 4
EX12,EX12 9
EX13,EX13 5
EX13,EX13 7
EX13,EX13 8
EX13,EX13 9
EX14,EX14 0
EX14,EX14 1
EX14,EX14 2
EX14,EX14 3
EX14,EX14 4
EX14,EX14 9
EX15,EX15 1
EX15,EX15 2
EX15,EX15 3
EX15,EX15 9
EX16,EX16 0
EX16,EX16 4
EX16,EX16 5
EX16,EX16 6
EX16,EX16 7
EX16,EX16 8
EX16,EX16 9
EX17,EX17 1
EX17,EX17 2
EX17,EX17 3
EX17,EX17 4
EX17,EX17 5
EX17,EX17 6
EX17,EX17 9
EX18,EX18 7
EX19,EX19 8
EX2,EX2 0
EX2,EX2 4
EX2,EX2 5
EX2,EX2 6
EX2,EX2 7
EX2,EX2 8
EX2,EX2 9
EX20,EX20 1
EX20,EX20 2
EX20,EX20 3
EX20,EX20 4
EX20,EX20 9
EX21,EX21 5
EX22,EX22 6
EX22,EX22 7
EX22,EX22 9
EX23,EX23 0
EX23,EX23 3
EX23,EX23 8
EX23,EX23 9
EX24,EX24 6
EX3,EX3 0
EX3,EX3 9
EX31,EX31 1
EX31,EX31 2
EX31,EX31 3
EX31,EX31 4
EX32,EX32 0
EX32,EX32 2
EX32,EX32 7
EX32,EX32 8
EX32,EX32 9
EX33,EX33 1
EX33,EX33 2
EX34,EX34 0
EX34,EX34 4
EX34,EX34 7
EX34,EX34 8
EX34,EX34 9
EX35,EX35 6
EX36,EX36 3
EX36,EX36 4
EX36,EX36 9
EX37,EX37 9
EX38,EX38 7
EX38,EX38 8
EX38,EX38 9
EX39,EX39 1
EX39,EX39 2
EX39,EX39 3
EX39,EX39 4
EX39,EX39 5
EX39,EX39 6
EX39,EX39 9
EX4,EX4 0
EX4,EX4 1
EX4,EX4 2
EX4,EX4 3
EX4,EX4 4
EX4,EX4 5
EX4,EX4 6
EX4,EX4 7
EX4,EX4 8
EX4,EX4 9
EX5,EX5 1
EX5,EX5 2
EX5,EX5 3
EX5,EX5 4
EX5,EX5 5
EX5,EX5 7
EX6,EX6 6
EX6,EX6 7
EX6,EX6 8
EX7,EX7 0
EX7,EX7 7
EX7,EX7 9
EX8,EX8 1
EX8,EX8 2
EX8,EX8 3
EX8,EX8 4
EX8,EX8 5
EX8,EX8 9
EX9,EX9 6
EX9,EX9 7
EX9,EX9 9
FK1,FK1 1
FK1,FK1 2
FK1,FK1 3
FK1,FK1 4
FK1,FK1 5
FK1,FK1 9
FK10,FK10 1
FK10,FK10 2
FK10,FK10 3
FK10,FK10 4
FK10,FK10 9
FK11,FK11 7
FK12,FK12 5
FK13,FK13 6
FK14,FK14 7
FK15,FK15 0
FK15,FK15 5
FK15,FK15 9
FK16,FK16 6
FK17,FK17 8
FK18,FK18 8
FK19,FK19 8
FK2,FK2 0
FK2,FK2 7
FK2,FK2 8
FK2,FK2 9
FK20,FK20 8
FK21,FK21 8
FK3,FK3 0
FK3,FK3 3
FK3,FK3 8
FK3,FK3 9
FK4,FK4 1
FK4,FK4 2
FK5,FK5 3
FK5,FK5 4
FK6,FK6 5
FK6,FK6 6
FK6,FK6 9
FK7,FK7 0
FK7,FK7 1
FK7,FK7 7
FK7,FK7 8
FK7,FK7 9
FK8,FK8 1
FK8,FK8 2
FK8,FK8 3
FK9,FK9 4
FK9,FK9 5
FY1,FY1 1
FY1,FY1 2
FY1,FY1 3
FY1,FY1 4
FY1,FY1 5
FY1,FY1 6
FY1,FY1 9
FY2,FY2 0
FY2,FY2 9
FY3,FY3 0
FY3,FY3 7
FY3,FY3 8
FY3,FY3 9
FY4,FY4 1
FY4,FY4 2
FY4,FY4 3
FY4,FY4 4
FY4,FY4 5
FY4,FY4 9
FY5,FY5 1
FY5,FY5 2
FY5,FY5 3
FY5,FY5 4
FY5,FY5 5
FY5,FY5 9
FY6,FY6 0
FY6,FY6 6
FY6,FY6 7
FY6,FY6 8
FY6,FY6 9
FY7,FY7 6
FY7,FY7 7
FY7,FY7 8
FY7,FY7 9
FY8,FY8 1
FY8,FY8 2
FY8,FY8 3
FY8,FY8 4
FY8,FY8 5
FY8,FY8 9
G1,G1 1
G1,G1 2
G1,G1 3
G1,G1 4
G1,G1 5
G1,G1 9
G11,G11 5
G11,G11 6
G11,G11 7
G11,G11 9
G12,G12 0
G12,G12 8
G12,G12 9
G13,G13 1
G13,G13 2
G13,G13 3
G13,G13 4
G13,G13 9
G14,G14 0
G14,G14 9
G15,G15 6
G15,G15 7
G15,G15 8
G2,G2 1
G2,G2 2
G2,G2 3
G2,G2 4
G2,G2 5
G2,G2 6
G2,G2 7
G2,G2 8
G2,G2 9
G20,G20 0
G20,G20 2
G20,G20 6
G20,G20 7
G20,G20 8
G20,G20 9
G21,G21 1
G21,G21 2
G21,G21 3
G21,G21 4
G22,G22 5
G22,G22 6
G22,G22 7
G22,G22 9
G23,G23 5
G3,G3 6
G3,G3 7
G3,G3 8
G3,G3 9
G31,G31 1
G31,G31 2
G31,G31 3
G31,G31 4
G31,G31 5
G31,G31 9
G32,G32 0
G32,G32 2
G32,G32 6
G32,G32 7
G32,G32 8
G32,G32 9
G33,G33 1
G33,G33 2
G33,G33 3
G33,G33 4
G33,G33 5
G33,G33 6
G33,G33 9
G34,G34 0
G34,G34 9
G4,G4 0
G4,G4 7
G4,G4 9
G40,G40 1
G40,G40 2
G40,G40 3
G40,G40 4
G40,G40 9
G41,G41 1
G41,G41 2
G41,G41 3
G41,G41 4
G41,G41 5
G42,G42 0
G42,G42 2
G42,G42 7
G42,G42 8
G42,G42 9
G43,G43 1
G43,G43 2
G44,G44 3
G44,G44 4
G44,G44 5
G44,G44 9
G45,G45 0
G45,G45 9
G46,G46 6
G46,G46 7
G46,G46 8
G46,G46 9
G5,G5 0
G5,G5 8
G5,G5 9
G51,G51 1
G51,G51 2
G51,G51 3
G51,G51 4
G51,G51 9
G52,G52 1
G52,G52 2
G52,G52 3
G52,G52 4
G52,G52 9
G53,G53 5
G53,G53 6
G53,G53 7
G53,G53 9
G58,G58 1
G58,G58 2
G60,G60 5
G60,G60 9
G61,G61 1
G61,G61 2
G61,G61 3
G61,G61 4
G61,G61 9
G62,G62 6
G62,G62 7
G62,G62 8
G62,G62 9
G63,G63 0
G63,G63 9
G64,G64 1
G64,G64 2
G64,G64 3
G64,G64 4
G64,G64 9
G65,G65 0
G65,G65 5
G65,G65 9
G66,G66 1
G66,G66 2
G66,G66 3
G66,G66 4
G66,G66 5
G66,G66 7
G66,G66 8
G66,G66 9
G67,G67 1
G67,G67 2
G67,G67 3
G67,G67 4
G67,G67 9
G68,G68 0
G68,G68 9
G69,G69 0
G69,G69 1
G69,G69 6
G69,G69 7
G69,G69 8
G69,G69 9
G70,G70 5
G70,G70 6
G71,G71 5
G71,G71 6
G71,G71 7
G71,G71 8
G71,G71 9
G72,G72 0
G72,G72 6
G72,G72 7
G72,G72 8
G72,G72 9
G73,G73 1
G73,G73 2
G73,G73 3
G73,G73 4
G73,G73 5
G73,G73 9
G74,G74 1
G74,G74 2
G74,G74 3
G74,G74 4
G74,G74 5
G74,G74 9
G75,G75 0
G75,G75 7
G75,G75 8
G75,G75 9
G76,G76 0
G76,G76 6
G76,G76 7
G76,G76 8
G76,G76 9
G77,G77 5
G77,G77 6
G77,G77 9
G78,G78 1
G78,G78 2
G78,G78 3
G78,G78 4
G78,G78 9
G79,G79 1
G81,G81 1
G81,G81 2
G81,G81 3
G81,G81 4
G81,G81 5
G81,G81 6
G82,G82 1
G82,G82 2
G82,G82 3
G82,G82 4
G82,G82 5
G82,G82 9
G83,G83 0
G83,G83 3
G83,G83 7
G83,G83 8
G83,G83 9
G84,G84 0
G84,G84 4
G84,G84 7
G84,G84 8
G84,G84 9
G9,G9 2
G90,G90 8
GL1,GL1 1
GL1,GL1 2
GL1,GL1 3
GL1,GL1 4
GL1,GL1 5
GL1,GL1 9
GL10,GL10 2
GL10,GL10 3
GL11,GL11 4
GL11,GL11 5
GL11,GL11 6
GL11,GL11 9
GL12,GL12 7
GL12,GL12 8
GL12,GL12 9
GL13,GL13 9
GL14,GL14 1
GL14,GL14 2
GL14,GL14 3
GL14,GL14 9
GL15,GL15 4
GL15,GL15 5
GL15,GL15 6
GL15,GL15 9
GL16,GL16 7
GL16,GL16 8
GL16,GL16 9
GL17,GL17 0
GL17,GL17 1
GL17,GL17 9
GL18,GL18 1
GL18,GL18 2
GL19,GL19 3
GL19,GL19 4
GL2,GL2 0
GL2,GL2 2
GL2,GL2 3
GL2,GL2 4
GL2,GL2 5
GL2,GL2 7
GL2,GL2 8
GL2,GL2 9
GL20,GL20 5
GL20,GL20 6
GL20,GL20 7
GL20,GL20 8
GL20,GL20 9
GL3,GL3 1
GL3,GL3 2
GL3,GL3 3
GL3,GL3 4
GL3,GL3 5
GL3,GL3 9
GL4,GL4 0
GL4,GL4 3
GL4,GL4 4
GL4,GL4 5
GL4,GL4 6
GL4,GL4 8
GL5,GL5 1
GL5,GL5 2
GL5,GL5 3
GL5,GL5 4
GL5,GL5 5
GL50,GL50 1
GL50,GL50 2
GL50,GL50 3
GL50,GL50 4
GL50,GL50 9
GL51,GL51 0
GL51,GL51 3
GL51,GL51 4
GL51,GL51 6
GL51,GL51 7
GL51,GL51 8
GL51,GL51 9
GL52,GL52 2
GL52,GL52 3
GL52,GL52 5
GL52,GL52 6
GL52,GL52 7
GL52,GL52 8
GL52,GL52 9
GL53,GL53 0
GL53,GL53 7
GL53,GL53 8
GL53,GL53 9
GL54,GL54 1
GL54,GL54 2
GL54,GL54 3
GL54,GL54 4
GL54,GL54 5
GL55,GL55 6
GL55,GL55 9
GL56,GL56 0
GL56,GL56 9
GL6,GL6 0
GL6,GL6 1
GL6,GL6 6
GL6,GL6 7
GL6,GL6 8
GL6,GL6 9
GL7,GL7 0
GL7,GL7 1
GL7,GL7 2
GL7,GL7 3
GL7,GL7 4
GL7,GL7 5
GL7,GL7 6
GL7,GL7 7
GL7,GL7 9
GL8,GL8 0
GL8,GL8 8
GL9,GL9 1
GU1,GU1 1
GU1,GU1 2
GU1,GU1 3
GU1,GU1 4
GU1,GU1 9
GU10,GU10 1
GU10,GU10 2
GU10,GU10 3
GU10,GU10 4
GU10,GU10 5
GU11,GU11 1
GU11,GU11 2
GU11,GU11 3
GU11,GU11 4
GU11,GU11 9
GU12,GU12 4
GU12,GU12 5
GU12,GU12 6
GU14,GU14 0
GU14,GU14 4
GU14,GU14 6
GU14,GU14 7
GU14,GU14 8
GU14,GU14 9
GU15,GU15 1
GU15,GU15 2
GU15,GU15 3
GU15,GU15 4
GU15,GU15 9
GU16,GU16 6
GU16,GU16 7
GU16,GU16 8
GU16,GU16 9
GU17,GU17 0
GU17,GU17 9
GU18,GU18 5
GU19,GU19 5
GU2,GU2 4
GU2,GU2 7
GU2,GU2 8
GU2,GU2 9
GU20,GU20 5
GU20,GU20 6
GU21,GU21 2
GU21,GU21 3
GU21,GU21 4
GU21,GU21 5
GU21,GU21 6
GU21,GU21 7
GU21,GU21 8
GU21,GU21 9
GU22,GU22 0
GU22,GU22 2
GU22,GU22 7
GU22,GU22 8
GU22,GU22 9
GU23,GU23 6
GU23,GU23 7
GU24,GU24 0
GU24,GU24 8
GU24,GU24 9
GU25,GU25 4
GU25,GU25 9
GU26,GU26 6
GU27,GU27 1
GU27,GU27 2
GU27,GU27 3
GU27,GU27 9
GU28,GU28 0
GU28,GU28 8
GU28,GU28 9
GU29,GU29 0
GU29,GU29 1
GU29,GU29 9
GU3,GU3 1
GU3,GU3 2
GU3,GU3 3
GU30,GU30 7
GU30,GU30 9
GU31,GU31 4
GU31,GU31 5
GU32,GU32 1
GU32,GU32 2
GU32,GU32 3
GU32,GU32 9
GU33,GU33 6
GU33,GU33 7
GU34,GU34 1
GU34,GU34 2
GU34,GU34 3
GU34,GU34 4
GU34,GU34 5
GU34,GU34 9
GU35,GU35 0
GU35,GU35 5
GU35,GU35 8
GU35,GU35 9
GU4,GU4 7
GU4,GU4 8
GU46,GU46 6
GU46,GU46 7
GU47,GU47 0
GU47,GU47 7
GU47,GU47 8
GU47,GU47 9
GU5,GU5 0
GU5,GU5 9
GU51,GU51 1
GU51,GU51 2
GU51,GU51 3
GU51,GU51 4
GU51,GU51 5
GU51,GU51 9
GU52,GU52 0
GU52,GU52 6
GU52,GU52 7
GU52,GU52 8
GU52,GU52 9
GU6,GU6 7
GU6,GU6 8
GU6,GU6 9
GU7,GU7 1
GU7,GU7 2
GU7,GU7 3
GU7,GU7 9
GU8,GU8 4
GU8,GU8 5
GU8,GU8 6
GU9,GU9 0
GU9,GU9 1
GU9,GU9 7
GU9,GU9 8
GU9,GU9 9
HA0,HA0 1
HA0,HA0 2
HA0,HA0 3
HA0,HA0 4
HA0,HA0 9
HA1,HA1 1
HA1,HA1 2
HA1,HA1 3
HA1,HA1 4
HA1,HA1 9
HA2,HA2 0
HA2,HA2 2
HA2,HA2 6
HA2,HA2 7
HA2,HA2 8
HA2,HA2 9
HA3,HA3 0
HA3,HA3 3
HA3,HA3 5
HA3,HA3 6
HA3,HA3 7
HA3,HA3 8
HA3,HA3 9
HA4,HA4 0
HA4,HA4 4
HA4,HA4 6
HA4,HA4 7
HA4,HA4 8
HA4,HA4 9
HA5,HA5 1
HA5,HA5 2
HA5,HA5 3
HA5,HA5 4
HA5,HA5 5
HA5,HA5 9
HA6,HA6 1
HA6,HA6 2
HA6,HA6 3
HA6,HA6 9
HA7,HA7 1
HA7,HA7 2
HA7,HA7 3
HA7,HA7 4
HA7,HA7 9
HA8,HA8 0
HA8,HA8 4
HA8,HA8 5
HA8,HA8 6
HA8,HA8 7
HA8,HA8 8
HA8,HA8 9
HA9,HA9 0
HA9,HA9 1
HA9,HA9 6
HA9,HA9 7
HA9,HA9 8
HA9,HA9 9
HD1,HD1 1
HD1,HD1 2
HD1,HD1 3
HD1,HD1 4
HD1,HD1 5
HD1,HD1 6
HD1,HD1 9
HD2,HD2 1
HD2,HD2 2
HD3,HD3 2
HD3,HD3 3
HD3,HD3 4
HD4,HD4 5
HD4,HD4 6
HD4,HD4 7
HD5,HD5 0
HD5,HD5 8
HD5,HD5 9
HD6,HD6 1
HD6,HD6 2
HD6,HD6 3
HD6,HD6 4
HD6,HD6 9
HD7,HD7 4
HD7,HD7 5
HD7,HD7 6
HD7,HD7 9
HD8,HD8 0
HD8,HD8 1
HD8,HD8 8
HD8,HD8 9
HD9,HD9 1
HD9,HD9 2
HD9,HD9 3
HD9,HD9 4
HD9,HD9 5
HD9,HD9 6
HD9,HD9 7
HD9,HD9 9
HG1,HG1 1
HG1,HG1 2
HG1,HG1 3
HG1,HG1 4
HG1,HG1 5
HG1,HG1 9
HG2,HG2 0
HG2,HG2 7
HG2,HG2 8
HG2,HG2 9
HG3,HG3 1
HG3,HG3 2
HG3,HG3 3
HG3,HG3 4
HG3,HG3 5
HG4,HG4 1
HG4,HG4 2
HG4,HG4 3
HG4,HG4 4
HG4,HG4 5
HG4,HG4 9
HG5,HG5 0
HG5,HG5 5
HG5,HG5 8
HG5,HG5 9
HP1,HP1 1
HP1,HP1 2
HP1,HP1 3
HP1,HP1 9
HP10,HP10 0
HP10,HP10 8
HP10,HP10 9
HP11,HP11 1
HP11,HP11 2
HP11,HP11 9
HP12,HP12 3
HP12,HP12 4
HP12,HP12 9
HP13,HP13 5
HP13,HP13 6
HP13,HP13 7
HP14,HP14 3
HP14,HP14 4
HP15,HP15 6
HP15,HP15 7
HP15,HP15 9
HP16,HP16 0
HP16,HP16 6
HP16,HP16 9
HP17,HP17 0
HP17,HP17 8
HP17,HP17 9
HP18,HP18 0
HP18,HP18 1
HP18,HP18 9
HP19,HP19 0
HP19,HP19 7
HP19,HP19 8
HP19,HP19 9
HP2,HP2 4
HP2,HP2 5
HP2,HP2 6
HP2,HP2 7
HP20,HP20 1
HP20,HP20 2
HP20,HP20 9
HP21,HP21 7
HP21,HP21 8
HP21,HP21 9
HP22,HP22 0
HP22,HP22 3
HP22,HP22 4
HP22,HP22 5
HP22,HP22 6
HP22,HP22 7
HP22,HP22 9
HP23,HP23 4
HP23,HP23 5
HP23,HP23 6
HP23,HP23 9
HP27,HP27 0
HP27,HP27 7
HP27,HP27 9
HP3,HP3 0
HP3,HP3 8
HP3,HP3 9
HP4,HP4 1
HP4,HP4 2
HP4,HP4 3
HP4,HP4 9
HP5,HP5 1
HP5,HP5 2
HP5,HP5 3
HP5,HP5 9
HP6,HP6 5
HP6,HP6 6
HP6,HP6 9
HP7,HP7 0
HP7,HP7 9
HP8,HP8 4
HP9,HP9 1
HP9,HP9 2
HP9,HP9 9
HR1,HR1 1
HR1,HR1 2
HR1,HR1 3
HR1,HR1 4
HR1,HR1 9
HR2,HR2 0
HR2,HR2 6
HR2,HR2 7
HR2,HR2 8
HR2,HR2 9
HR3,HR3 5
HR3,HR3 6
HR4,HR4 0
